2022-02-15 04:29:15.972 ERROR 2010 --- [XNIO-1 task-27] l.server.io.HandshakeInterceptorImpl     : Authentication failed from /8.26.182.130:50256
2022-02-15 04:29:18.408 ERROR 2010 --- [XNIO-1 task-20] l.server.io.HandshakeInterceptorImpl     : Authentication failed from /209.141.51.222:18006
2022-02-15 17:29:27.142  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:31.730  INFO 2010 --- [XNIO-1 task-6] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:mwaka moon remix"
2022-02-15 17:29:32.315  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: mwaka moon remix
2022-02-15 17:29:32.318  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAigIAJ0thbGFzaCAtIE13YWthIE1vb24gKFJlbWl4KSBmdC4gTHVjaWFubwAJS2FsYXNoOTcyAAAAAAACTdgAC3hUWVN5OWlSMnJrAAEAK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9eFRZU3k5aVIycmsAB3lvdXR1YmUAAAAAAAAAAA=="}
2022-02-15 17:29:36.199  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:36.210  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:36.249  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:39.575  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"sessionId":"0e818c8e0e990963a281c3334e6a92f9","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"0335f2a5c9774b4b","guild_id":"938704039804272660","endpoint":"rotterdam3928.discord.media:443"}}
2022-02-15 17:29:39.581  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"sessionId":"b1bc38f5c4b299415af8510bf61bbe3e","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"ca9b274304945811","guild_id":"938704039804272660","endpoint":"rotterdam3928.discord.media:443"}}
2022-02-15 17:29:39.596  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"sessionId":"574c07e00a746e06e1e1751ffad55457","op":"voiceUpdate","guildId":"938704039804272660","event":{"token":"3a4d81b316bd6332","guild_id":"938704039804272660","endpoint":"rotterdam3928.discord.media:443"}}
2022-02-15 17:29:43.652  INFO 2010 --- [XNIO-1 task-7] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:43.656  INFO 2010 --- [XNIO-1 task-9] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:43.662  INFO 2010 --- [XNIO-1 task-8] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:العواطف"
2022-02-15 17:29:44.006  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-146] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:44.011  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:44.096  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-153] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:44.103  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:44.108  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-152] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: العواطف
2022-02-15 17:29:44.114  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"play","guildId":"938704039804272660","track":"QAAAzgIASNit2LPZitmGINi62LLYp9mEIC0g2KfZhNi52YjYp9i32YEgfCDZgdmK2K/ZitmIINmD2YTZitioINit2LXYsdmKIHwgMjAyMQAsU2hhYmFiIEFscWl0aGFyYSB8INi02KjYp9ioINin2YTZgtmK2KvYp9ix2KkAAAAAAAQayAALT2hSXzNCTUIwRTAAAQAraHR0cHM6Ly93d3cueW91dHViZS5jb20vd2F0Y2g/dj1PaFJfM0JNQjBFMAAHeW91dHViZQAAAAAAAAAA"}
2022-02-15 17:29:47.992  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:48.001  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:29:48.022  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"938704039804272660"}
2022-02-15 17:31:16.795  INFO 2010 --- [XNIO-1 task-13] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:mwaka moon remix sfera"
2022-02-15 17:31:17.310  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-152] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: mwaka moon remix sfera
2022-02-15 17:31:19.104  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"stop","guildId":"689769817766363197"}
2022-02-15 17:31:19.106  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAjgIAKkthbGFzaCBmZWF0IFNmZXJhIEViYmFzdGEgLSBNd2FrYSBNb29uIFJNWAAKVGVvIEd1ZXBlawAAAAAAA6GwAAttVXVwQmZveHNKNAABACtodHRwczovL3d3dy55b3V0dWJlLmNvbS93YXRjaD92PW1VdXBCZm94c0o0AAd5b3V0dWJlAAAAAAAAAAA="}
2022-02-15 17:34:26.084  INFO 2010 --- [XNIO-1 task-15] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:habitue remix izi"
2022-02-15 17:34:26.566  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-152] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: habitue remix izi
2022-02-15 17:35:16.483  INFO 2010 --- [XNIO-1 I/O-4] lavalink.server.io.SocketServer          : {"op":"play","guildId":"689769817766363197","track":"QAAAewIAGEhhYml0dcOpIChJdGFsaWFuIFJlbWl4KQAJRG9zc2VoIFRWAAAAAAADPCAAC0xsemc5ck9FTG9jAAEAK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9TGx6ZzlyT0VMb2MAB3lvdXR1YmUAAAAAAAAAAA=="}
2022-02-15 17:39:25.880  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:40044 -- CloseStatus[code=1006, reason=]
2022-02-15 17:39:25.880  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 18:00:48.085  INFO 2010 --- [XNIO-1 task-17] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:40460
2022-02-15 18:00:48.090  INFO 2010 --- [XNIO-1 task-17] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 18:02:23.718  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : Connection closed from /0:0:0:0:0:0:0:1:40460 -- CloseStatus[code=1006, reason=]
2022-02-15 18:02:23.718  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketContext         : Shutting down 0 playing players.
2022-02-15 18:02:25.776  INFO 2010 --- [XNIO-1 task-23] l.server.io.HandshakeInterceptorImpl     : Incoming connection from /0:0:0:0:0:0:0:1:40512
2022-02-15 18:02:25.778  INFO 2010 --- [XNIO-1 task-23] lavalink.server.io.SocketServer          : Connection successfully established from erela.js
2022-02-15 18:05:10.567  INFO 2010 --- [XNIO-1 task-24] l.server.player.AudioLoaderRestHandler   : Got request to load for identifier "ytsearch:something just like this"
2022-02-15 18:05:11.538  INFO 2010 --- [lava-daemon-pool-info-loader-2-thread-152] lavalink.server.player.AudioLoader       : Loaded playlist Search results for: something just like this
2022-02-15 18:05:11.551  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"volume","guildId":"935269628123447346","volume":100}
2022-02-15 18:05:11.552  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"op":"play","guildId":"935269628123447346","track":"QAAAqAIAPlRoZSBDaGFpbnNtb2tlcnMgJiBDb2xkcGxheSAtIFNvbWV0aGluZyBKdXN0IExpa2UgVGhpcyAoTHlyaWMpABBUaGUgQ2hhaW5zbW9rZXJzAAAAAAADyMAAC0ZNN01GWW95bFZzAAEAK2h0dHBzOi8vd3d3LnlvdXR1YmUuY29tL3dhdGNoP3Y9Rk03TUZZb3lsVnMAB3lvdXR1YmUAAAAAAAAAAA=="}
2022-02-15 18:05:12.065  INFO 2010 --- [XNIO-1 I/O-2] lavalink.server.io.SocketServer          : {"sessionId":"f102c0d52eb089c0900ae84e2a00c46b","op":"voiceUpdate","guildId":"935269628123447346","event":{"token":"e6314a0e427482b6","guild_id":"935269628123447346","endpoint":"rotterdam6507.discord.media:443"}}
